Type;SIRET;Numero PV;Raison sociale;Adresse;CP;UL;Ville;Département;Région;IDCC;FD;Lib IDCC;Date;Coll;Inscrits;Votants;sve_total;CGT;CFDT;CGT-FO;CFTC;CFE-CGC;SOLIDAIRES;UNSA;AUTRES;siret;coordonneeLambertAbscisseEtablissement;coordonneeLambertOrdonneeEtablissement;longitude;latitude
CSE;42188559100048;4838164;IRRIFRANCE GROUPE;RTE DE PEZENAS;34230;AGDE PEZENAS;PAULHAN;34;Occitanie;3248;FD CGT TRAVAILLEURS DE LA METALLURGIE;MÉTALLURGIE;10/05/2023;2;36;33.0;29.0;19.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;42188559100048;736793.8209399263;6270873.35437717;3.455038;43.53597899999998
CSE;42188559100048;4838165;IRRIFRANCE GROUPE;RTE DE PEZENAS;34230;AGDE PEZENAS;PAULHAN;34;Occitanie;3248;FD CGT TRAVAILLEURS DE LA METALLURGIE;MÉTALLURGIE;10/05/2023;1;71;58.0;56.0;56.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42188559100048;736793.8209399263;6270873.35437717;3.455038;43.53597899999998
CSE;49238115700113;4839710;URBASOLAR;75, ALLEE WILHELM ROENTGEN;34961;MONTPELLIER;MONTPELLIER CEDEX 2;34;Occitanie;3248;FD CGT TRAVAILLEURS DE LA METALLURGIE;MÉTALLURGIE;12/05/2023;4;191;112.0;107.0;0.0;0.0;0.0;0.0;107.0;0.0;0.0;0.0;49238115700113;773797.4635299395;6279569.525164041;3.913884999999999;43.61133399999999
CSE;49238115700113;4839711;URBASOLAR;75, ALLEE WILHELM ROENTGEN;34961;MONTPELLIER;MONTPELLIER CEDEX 2;34;Occitanie;3248;FD CGT TRAVAILLEURS DE LA METALLURGIE;MÉTALLURGIE;12/05/2023;3;232;169.0;164.0;0.0;0.0;0.0;0.0;164.0;0.0;0.0;0.0;49238115700113;773797.4635299395;6279569.525164041;3.913884999999999;43.61133399999999
CSE;32960576000035;4905728;SOLEM;5 RUE GEORGES BESSE;34830;MONTPELLIER;CLAPIERS;34;Occitanie;3248;FD CGT TRAVAILLEURS DE LA METALLURGIE;MÉTALLURGIE;12/06/2023;3;47;45.0;44.0;6.0;38.0;0.0;0.0;0.0;0.0;0.0;0.0;32960576000035;772587.1909428206;6285213.563950706;3.8996950000000004;43.66223999999998
CSE;32960576000035;4905729;SOLEM;5 RUE GEORGES BESSE;34830;MONTPELLIER;CLAPIERS;34;Occitanie;3248;FD CGT TRAVAILLEURS DE LA METALLURGIE;MÉTALLURGIE;12/06/2023;1;27;26.0;24.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32960576000035;772587.1909428206;6285213.563950706;3.8996950000000004;43.66223999999998
CSE;32960576000035;4905730;SOLEM;5 RUE GEORGES BESSE;34830;MONTPELLIER;CLAPIERS;34;Occitanie;3248;FD CGT TRAVAILLEURS DE LA METALLURGIE;MÉTALLURGIE;12/06/2023;2;54;53.0;53.0;25.0;28.0;0.0;0.0;0.0;0.0;0.0;0.0;32960576000035;772587.1909428206;6285213.563950706;3.8996950000000004;43.66223999999998
CSE;82071635500012;4944660;VALLAIR INDUSTRY;FREJORGUES;34130;LUNEL;MAUGUIO;34;Occitanie;3248;FD CGT TRAVAILLEURS DE LA METALLURGIE;MÉTALLURGIE;03/10/2023;3;40;29.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;82071635500012;777671.0513267139;6276188.705921422;3.961339999999999;43.580503
CSE;82071635500012;4944661;VALLAIR INDUSTRY;FREJORGUES;34130;LUNEL;MAUGUIO;34;Occitanie;3248;FD CGT TRAVAILLEURS DE LA METALLURGIE;MÉTALLURGIE;03/10/2023;1;101;54.0;37.0;0.0;0.0;0.0;0.0;0.0;0.0;37.0;0.0;82071635500012;777671.0513267139;6276188.705921422;3.961339999999999;43.580503
CSE;82071635500012;4944662;VALLAIR INDUSTRY;FREJORGUES;34130;LUNEL;MAUGUIO;34;Occitanie;3248;FD CGT TRAVAILLEURS DE LA METALLURGIE;MÉTALLURGIE;03/10/2023;2;25;24.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;82071635500012;777671.0513267139;6276188.705921422;3.961339999999999;43.580503
CSE;30464645800105;4963858;FIMUREX MEDITERRANEE;D613-LES 4 CHEMINS;34690;MONTPELLIER;FABREGUES;34;Occitanie;3248;FD CGT TRAVAILLEURS DE LA METALLURGIE;MÉTALLURGIE;05/10/2023;1;90;28.0;22.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30464645800105;762417.0567736293;6271976.196616215;3.772044;43.54410999999998
CSE;39279259400039;4974110;APA LR;STATION M ZAC AFTALION;34670;LUNEL;BAILLARGUES CEDEX;34;Occitanie;3248;FD CGT TRAVAILLEURS DE LA METALLURGIE;MÉTALLURGIE;12/09/2023;1;12;8.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;39279259400039;780956.4526922042;6284281.778329401;4.003272000000001;43.65294899999999
CSE;39279259400039;4974111;APA LR;STATION M ZAC AFTALION;34670;LUNEL;BAILLARGUES CEDEX;34;Occitanie;3248;FD CGT TRAVAILLEURS DE LA METALLURGIE;MÉTALLURGIE;12/09/2023;2;51;33.0;28.0;0.0;28.0;0.0;0.0;0.0;0.0;0.0;0.0;39279259400039;780956.4526922042;6284281.778329401;4.003272000000001;43.65294899999999
CSE;38422916700042;4980414;IES SYNERGY;615 AVENUE DE LA MARJOLAINE;34130;LUNEL;ST AUNES;34;Occitanie;3248;FD CGT TRAVAILLEURS DE LA METALLURGIE;MÉTALLURGIE;03/11/2023;4;79;50.0;35.0;0.0;0.0;0.0;0.0;35.0;0.0;0.0;0.0;38422916700042;778707.541702952;6283480.030549076;3.9752820000000004;43.64598899999999
CSE;58212223000029;4985009;CAMERON;PLAINE SAINT PIERRE;34500;BEZIERS;BEZIERS;34;Occitanie;3248;FD CGT TRAVAILLEURS DE LA METALLURGIE;MÉTALLURGIE;20/11/2023;3;133;120.0;113.0;0.0;12.0;91.0;0.0;10.0;0.0;0.0;0.0;58212223000029;720159.3804579073;6246482.194238698;3.2483690000000003;43.317211999999984
CSE;58212223000029;4985010;CAMERON;PLAINE SAINT PIERRE;34500;BEZIERS;BEZIERS;34;Occitanie;3248;FD CGT TRAVAILLEURS DE LA METALLURGIE;MÉTALLURGIE;20/11/2023;2;104;89.0;86.0;14.5;14.5;54.0;0.0;3.0;0.0;0.0;0.0;58212223000029;720159.3804579073;6246482.194238698;3.2483690000000003;43.317211999999984
CSE;58212223000029;4985011;CAMERON;PLAINE SAINT PIERRE;34500;BEZIERS;BEZIERS;34;Occitanie;3248;FD CGT TRAVAILLEURS DE LA METALLURGIE;MÉTALLURGIE;20/11/2023;1;252;215.0;208.0;54.0;69.0;85.0;0.0;0.0;0.0;0.0;0.0;58212223000029;720159.3804579073;6246482.194238698;3.2483690000000003;43.317211999999984
CSE;48837388700014;5081947;EIFFAGE ENERGIE SYSTEMES - IPERION (EES, IPERION);ZONE ARTISANALE LA PEYRIERE;34430;MONTPELLIER;ST JEAN DE VEDAS;34;Occitanie;3248;FD CGT TRAVAILLEURS DE LA METALLURGIE;MÉTALLURGIE;20/11/2023;2;24;24.0;24.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;48837388700014;767587.9430850947;6274642.429493707;3.836347999999999;43.567624
CSE;48837388700014;5081948;EIFFAGE ENERGIE SYSTEMES - IPERION (EES, IPERION);ZONE ARTISANALE LA PEYRIERE;34430;MONTPELLIER;ST JEAN DE VEDAS;34;Occitanie;3248;FD CGT TRAVAILLEURS DE LA METALLURGIE;MÉTALLURGIE;20/11/2023;1;34;33.0;32.0;17.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;48837388700014;767587.9430850947;6274642.429493707;3.836347999999999;43.567624
CSE;91135815800028;5192412;POTEZ AERO SERVICES;73 ALLEE KLEBER BOULEVARD DE;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;3248;FD CGT TRAVAILLEURS DE LA METALLURGIE;MÉTALLURGIE;21/03/2024;2;9;5.0;5.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;91135815800028;771609.7748790528;6278673.078399677;3.886671000000001;43.60349299999998
CSE;91135815800028;5192413;POTEZ AERO SERVICES;73 ALLEE KLEBER BOULEVARD DE;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;3248;FD CGT TRAVAILLEURS DE LA METALLURGIE;MÉTALLURGIE;21/03/2024;1;47;16.0;14.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;91135815800028;771609.7748790528;6278673.078399677;3.886671000000001;43.60349299999998
CSE;97632030900314;5096544;KP1;ROUTE DE SAINT PONS;34600;BÉDARIEUX;BEDARIEUX;34;Occitanie;3249;FD CGT CONSTRUCTION, BOIS, AMEUBLEMENT;INDUSTRIES CARRIERES ET MATERIAUX DE CONSTRUCTION;06/12/2023;2;23;22.0;20.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;97632030900314;711816.2990744762;6278185.164255196;3.146304;43.60262199999999
CSE;97632030900314;5096545;KP1;ROUTE DE SAINT PONS;34600;BÉDARIEUX;BEDARIEUX;34;Occitanie;3249;FD CGT CONSTRUCTION, BOIS, AMEUBLEMENT;INDUSTRIES CARRIERES ET MATERIAUX DE CONSTRUCTION;06/12/2023;1;33;30.0;29.0;29.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;97632030900314;711816.2990744762;6278185.164255196;3.146304;43.60262199999999
CSE;77558846000060;4968120;COOP. ELECTRIQUE DE ST-MARTIN-DE-LONDRES;158 ALL DES ECUREUILS;34980;GANGES;SAINT GELY DU FESC;34;Occitanie;5001;FD CGT MINES ET ENERGIE;STATUT DES INDUSTRIES ELECTRIQUES ET GAZIERES;13/11/2023;1;37;28.0;28.0;0.0;4.0;24.0;0.0;0.0;0.0;0.0;0.0;77558846000060;765723.60751412;6287039.674874107;3.8148630000000003;43.67934099999999
CSE;77558846000060;4968121;COOP. ELECTRIQUE DE ST-MARTIN-DE-LONDRES;158 ALL DES ECUREUILS;34980;GANGES;SAINT GELY DU FESC;34;Occitanie;5001;FD CGT MINES ET ENERGIE;STATUT DES INDUSTRIES ELECTRIQUES ET GAZIERES;13/11/2023;2;56;50.0;49.0;0.0;21.0;28.0;0.0;0.0;0.0;0.0;0.0;77558846000060;765723.60751412;6287039.674874107;3.8148630000000003;43.67934099999999
CSE;44460844206643;4993327;ENEDIS - CSE LANGEDOC ROUSSILLON;382 RUE RAIMON DE TRENCAVEL;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;5001;FD CGT MINES ET ENERGIE;STATUT DES INDUSTRIES ELECTRIQUES ET GAZIERES;13/11/2023;1;445;247.0;243.0;106.0;19.0;105.0;0.0;0.0;0.0;13.0;0.0;44460844206643;769456.1285513677;6276969.045857222;3.8597769999999993;43.588375999999975
CSE;44460844206643;4993328;ENEDIS - CSE LANGEDOC ROUSSILLON;382 RUE RAIMON DE TRENCAVEL;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;5001;FD CGT MINES ET ENERGIE;STATUT DES INDUSTRIES ELECTRIQUES ET GAZIERES;13/11/2023;2;900;625.0;614.0;149.0;59.0;220.0;0.0;186.0;0.0;0.0;0.0;44460844206643;769456.1285513677;6276969.045857222;3.8597769999999993;43.588375999999975
CSE;44460844206643;4993329;ENEDIS - CSE LANGEDOC ROUSSILLON;382 RUE RAIMON DE TRENCAVEL;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;5001;FD CGT MINES ET ENERGIE;STATUT DES INDUSTRIES ELECTRIQUES ET GAZIERES;13/11/2023;3;161;129.0;125.0;10.0;9.0;12.0;0.0;94.0;0.0;0.0;0.0;44460844206643;769456.1285513677;6276969.045857222;3.8597769999999993;43.588375999999975
CSE;38345126700017;5045388;CAISSE D EPARGNE ET DE PREVOYANCE DU LANGUEDOC ROUSSILLON;254 RUE MICHEL TEULE BP 7330;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;5005;FD CGT BANQUES ET ASSURANCES;STATUT DES CAISSES D'EPARGNE;30/11/2023;3;578;506.0;498.0;0.0;99.0;36.0;0.0;238.0;0.0;125.0;0.0;38345126700017;767693.9656412064;6281044.053929145;3.8385010000000013;43.62520999999999
CSE;38345126700017;5045389;CAISSE D EPARGNE ET DE PREVOYANCE DU LANGUEDOC ROUSSILLON;254 RUE MICHEL TEULE BP 7330;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;5005;FD CGT BANQUES ET ASSURANCES;STATUT DES CAISSES D'EPARGNE;30/11/2023;2;804;600.0;582.0;0.0;113.0;83.0;0.0;142.0;0.0;244.0;0.0;38345126700017;767693.9656412064;6281044.053929145;3.8385010000000013;43.62520999999999
CSE;35180897700034;4729851;ACM HABITAT;407 AV DU PROF ETIENNE ANTONELLI;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;5006;;STATUT ET CONVENTIONS DES OPAC;17/11/2022;1;91;52.0;50.0;16.0;34.0;0.0;0.0;0.0;0.0;0.0;0.0;35180897700034;772311.8326437755;6278294.652829871;3.895309999999999;43.600017
CSE;35180897700034;4729852;ACM HABITAT;407 AV DU PROF ETIENNE ANTONELLI;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;5006;;STATUT ET CONVENTIONS DES OPAC;17/11/2022;3;77;59.0;53.0;32.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;35180897700034;772311.8326437755;6278294.652829871;3.895309999999999;43.600017
CSE;35180897700034;4729853;ACM HABITAT;407 AV DU PROF ETIENNE ANTONELLI;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;5006;;STATUT ET CONVENTIONS DES OPAC;17/11/2022;2;153;120.0;110.0;35.0;75.0;0.0;0.0;0.0;0.0;0.0;0.0;35180897700034;772311.8326437755;6278294.652829871;3.895309999999999;43.600017
CSE;47818223100017;4751658;OPH (OFFICE PUBLIC DE L HABITAT BEZIERS MEDITERRANEE HABITAT;PL EMILE ZOLA;34500;BEZIERS;BEZIERS;34;Occitanie;5006;;STATUT ET CONVENTIONS DES OPAC;08/12/2022;1;32;29.0;29.0;0.0;29.0;0.0;0.0;0.0;0.0;0.0;0.0;47818223100017;718239.4119402072;6249030.849894587;3.224803999999999;43.34019099999998
CSE;47818223100017;4751659;OPH (OFFICE PUBLIC DE L HABITAT BEZIERS MEDITERRANEE HABITAT;PL EMILE ZOLA;34500;BEZIERS;BEZIERS;34;Occitanie;5006;;STATUT ET CONVENTIONS DES OPAC;08/12/2022;2;50;41.0;39.0;0.0;39.0;0.0;0.0;0.0;0.0;0.0;0.0;47818223100017;718239.4119402072;6249030.849894587;3.224803999999999;43.34019099999998
CSE;47818223100017;4751660;OPH (OFFICE PUBLIC DE L HABITAT BEZIERS MEDITERRANEE HABITAT;PL EMILE ZOLA;34500;BEZIERS;BEZIERS;34;Occitanie;5006;;STATUT ET CONVENTIONS DES OPAC;08/12/2022;3;27;20.0;20.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;47818223100017;718239.4119402072;6249030.849894587;3.224803999999999;43.34019099999998
CSE;77567227236698;5313100;EHPAD LES GARRIGUES;1 CHEMIN DE LA BERGERIE;34660;SETE;COURNONTERRAL;34;Occitanie;5502;FD CGT SANTE, AS;CONVENTION COLLECTIVE D'ENTREPRISE DE LA CROIX ROUGE;12/11/2024;1;43;14.0;13.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;77567227236698;757207.013915439;6274050.869560014;3.707834;43.563214999999985
CSE;77567227201593;5313456;EEAP MAISON SOL-N;16-18 AVENUE DE LA GARE;34440;BEZIERS;NISSAN LEZ ENSERUNE;34;Occitanie;5502;FD CGT SANTE, AS;CONVENTION COLLECTIVE D'ENTREPRISE DE LA CROIX ROUGE;12/11/2024;1;57;42.0;39.0;0.0;0.0;39.0;0.0;0.0;0.0;0.0;0.0;77567227201593;710223.7249656094;6243562.475896338;3.125902;43.29115900000001
CSE;77567227201593;5313460;EEAP MAISON SOL-N;16-18 AVENUE DE LA GARE;34440;BEZIERS;NISSAN LEZ ENSERUNE;34;Occitanie;5502;FD CGT SANTE, AS;CONVENTION COLLECTIVE D'ENTREPRISE DE LA CROIX ROUGE;12/11/2024;2;11;8.0;6.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;77567227201593;710223.7249656094;6243562.475896338;3.125902;43.29115900000001
CSE;33439914400388;5195432;CASI;12 RUE COLIN;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;5533;;CONVENTION COLLECTIVE D'ENTREPRISE DU COMITE D'ENTREPRISE SNCF;12/04/2024;2;12;12.0;10.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33439914400388;770973.3982918067;6278505.801220042;3.8787689999999992;43.602051999999986
CSE;33439914400388;5195433;CASI;12 RUE COLIN;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;5533;;CONVENTION COLLECTIVE D'ENTREPRISE DU COMITE D'ENTREPRISE SNCF;12/04/2024;1;15;13.0;13.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33439914400388;770973.3982918067;6278505.801220042;3.8787689999999992;43.602051999999986
CSE;77607293600011;4918692;SCAV LES VINS DE ROQUEBRUN;62 AVENUE DES ORANGERS;34460;BÉDARIEUX;ROQUEBRUN;34;Occitanie;7005;FD CGT AGRO ALIMENTAIRE, FORET;CAVES COOPERATIVES VINICOLES;18/07/2023;2;12;11.0;10.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;77607293600011;701805.5198433681;6266712.295177366;3.022315;43.49949299999999
CSE;77607293600011;4918693;SCAV LES VINS DE ROQUEBRUN;62 AVENUE DES ORANGERS;34460;BÉDARIEUX;ROQUEBRUN;34;Occitanie;7005;FD CGT AGRO ALIMENTAIRE, FORET;CAVES COOPERATIVES VINICOLES;18/07/2023;1;16;10.0;9.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;77607293600011;701805.5198433681;6266712.295177366;3.022315;43.49949299999999
CSE;30674489700035;5068425;LES VIGNERONS DU PAYS D'ENSERUNE;235  AV JEAN JAURES;34370;BEZIERS;MARAUSSAN;34;Occitanie;7005;FD CGT AGRO ALIMENTAIRE, FORET;CAVES COOPERATIVES VINICOLES;16/01/2024;1;8;7.0;7.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;30674489700035;712605.1596640692;6251913.79236978;3.1554309999999997;43.366247999999985
CSE;30674489700035;5068426;LES VIGNERONS DU PAYS D'ENSERUNE;235  AV JEAN JAURES;34370;BEZIERS;MARAUSSAN;34;Occitanie;7005;FD CGT AGRO ALIMENTAIRE, FORET;CAVES COOPERATIVES VINICOLES;16/01/2024;2;17;15.0;15.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;30674489700035;712605.1596640692;6251913.79236978;3.1554309999999997;43.366247999999985
CSE;77595762400015;5174834;LES CAVES MOLIERE;8 BOULEVARD PASTEUR;34290;AGDE PEZENAS;ABEILHAN;34;Occitanie;7005;FD CGT AGRO ALIMENTAIRE, FORET;CAVES COOPERATIVES VINICOLES;16/02/2024;2;7;3.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;77595762400015;723844.9191126361;6261425.632684031;3.2944620000000002;43.45153199999998
CSE;77595762400015;5174835;LES CAVES MOLIERE;8 BOULEVARD PASTEUR;34290;AGDE PEZENAS;ABEILHAN;34;Occitanie;7005;FD CGT AGRO ALIMENTAIRE, FORET;CAVES COOPERATIVES VINICOLES;16/02/2024;1;18;16.0;13.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;77595762400015;723844.9191126361;6261425.632684031;3.2944620000000002;43.45153199999998
CSE;49282641700015;5026379;CAISSE REGIONALE CREDIT AGRICOLE DU LANGUEDOC;AVENUE DE MONTPELLIERET DIT PAYSAGER;34977;MONTPELLIER;LATTES CEDEX;34;Occitanie;7501;FD CGT BANQUES ET ASSURANCES;CREDIT AGRICOLE;17/11/2023;2;1853;1308.0;1289.0;0.0;496.0;207.0;0.0;359.0;227.0;0.0;0.0;49282641700015;770967.8105757119;6273938.532848759;3.8780709999999994;43.560961000000006
CSE;49282641700015;5026380;CAISSE REGIONALE CREDIT AGRICOLE DU LANGUEDOC;AVENUE DE MONTPELLIERET DIT PAYSAGER;34977;MONTPELLIER;LATTES CEDEX;34;Occitanie;7501;FD CGT BANQUES ET ASSURANCES;CREDIT AGRICOLE;17/11/2023;1;105;73.0;72.0;0.0;38.0;10.0;0.0;0.0;24.0;0.0;0.0;49282641700015;770967.8105757119;6273938.532848759;3.8780709999999994;43.560961000000006
CSE;49282641700015;5026381;CAISSE REGIONALE CREDIT AGRICOLE DU LANGUEDOC;AVENUE DE MONTPELLIERET DIT PAYSAGER;34977;MONTPELLIER;LATTES CEDEX;34;Occitanie;7501;FD CGT BANQUES ET ASSURANCES;CREDIT AGRICOLE;17/11/2023;3;696;554.0;544.0;0.0;187.0;33.0;0.0;300.0;24.0;0.0;0.0;49282641700015;770967.8105757119;6273938.532848759;3.8780709999999994;43.560961000000006
CSE;31569851400017;4629497;LYCEE PRIVE AGRICOLE VALLEE DE L HERAULT;RTE DE PEZENAS;34150;CLERMONT-L-HERAULT;GIGNAC;34;Occitanie;7520;FD CGT FERC;Etablissements d'enseignement et organismes de formation aux métiers du territoire (EOFMT);17/05/2022;1;55;47.0;46.0;12.0;0.0;34.0;0.0;0.0;0.0;0.0;0.0;31569851400017;744189.0321315379;6283691.527598595;3.5475929999999996;43.650886999999976
CSE;31569851400017;4629498;LYCEE PRIVE AGRICOLE VALLEE DE L HERAULT;RTE DE PEZENAS;34150;CLERMONT-L-HERAULT;GIGNAC;34;Occitanie;7520;FD CGT FERC;Etablissements d'enseignement et organismes de formation aux métiers du territoire (EOFMT);17/05/2022;2;36;36.0;35.0;3.0;0.0;32.0;0.0;0.0;0.0;0.0;0.0;31569851400017;744189.0321315379;6283691.527598595;3.5475929999999996;43.650886999999976
CSE;77600113300011;4784076;LEPAP LE ROC BLANC;1 RUE DE L ALBAREDE;34190;GANGES;GANGES;34;Occitanie;7520;FD CGT FERC;Etablissements d'enseignement et organismes de formation aux métiers du territoire (EOFMT);26/01/2023;5;13;12.0;10.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;77600113300011;756953.485068942;6315151.485912468;3.709264999999999;43.93306499999998
CSE;77599338900011;4867924;INSTITUT MARIE SOGNIER;AVENUE DE LA PISCINE;34800;BEZIERS;CLERMONT L HERAULT;34;Occitanie;7520;FD CGT FERC;Etablissements d'enseignement et organismes de formation aux métiers du territoire (EOFMT);01/06/2023;5;22;21.0;19.0;0.0;9.5;0.0;9.5;0.0;0.0;0.0;0.0;77599338900011;734950.4627208929;6281502.735968803;3.4329619999999994;43.63170899999999
CSE;34049172900018;4902466;LYCEE D'ENSEIGNEMENT AGRICOLE PRIVE CESTAC LA GARDIOLE;2 RUE DU COUVENT;34770;SETE;GIGEAN;34;Occitanie;7520;FD CGT FERC;Etablissements d'enseignement et organismes de formation aux métiers du territoire (EOFMT);25/05/2023;2;9;4.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;34049172900018;757624.2873547355;6266866.653084331;3.712195;43.498545999999976
CSE;34049172900018;4902468;LYCEE D'ENSEIGNEMENT AGRICOLE PRIVE CESTAC LA GARDIOLE;2 RUE DU COUVENT;34770;SETE;GIGEAN;34;Occitanie;7520;FD CGT FERC;Etablissements d'enseignement et organismes de formation aux métiers du territoire (EOFMT);25/05/2023;1;14;4.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;34049172900018;757624.2873547355;6266866.653084331;3.712195;43.498545999999976
CSE;77599958400029;5143681;LEPAP MAURICE CLAVEL;RUE DE LA RAFFINERIE;34110;MONTPELLIER;FRONTIGNAN;34;Occitanie;7520;FD CGT FERC;Etablissements d'enseignement et organismes de formation aux métiers du territoire (EOFMT);26/01/2024;3;21;7.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;77599958400029;761405.1519654744;6260748.857881973;3.758195;43.44319099999998
CSE;32582508100038;4581237;CENTRE INFORMATION AUX DROITS DES FEMMES;2  RUE DE LA VIEILLE;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;;;;04/03/2022;5;26;20.0;19.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32582508100038;770823.1871237878;6279354.514495282;3.877026;43.60970299999998
CSE;44922275100033;4586225;ITK SAS;45 ALLEE YVES STOURDZE;34830;MONTPELLIER;CLAPIERS;34;Occitanie;;;;22/03/2022;5;89;64.0;63.0;31.0;0.0;0.0;0.0;32.0;0.0;0.0;0.0;44922275100033;772363.7135396212;6283953.881115761;3.8967479999999997;43.650929
CSE;41971392000033;4655206;SA SODES;BD PT MAURICE GENEVAUX;34430;MONTPELLIER;ST JEAN DE VEDAS;34;Occitanie;;;;21/04/2022;5;23;16.0;15.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;41971392000033;767105.5017237996;6277479.946017484;3.830748;43.59319899999998
CSE;39149092700061;4674546;GERANTO SUD;834 AVENUE DU MAS D'ARGELLIERS;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;;;;24/06/2022;5;51;44.0;21.0;0.0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;39149092700061;771723.8850139105;6276533.876969182;3.887786;43.584235
CSE;87835164200029;4727160;AIRWAYS AVIATION ACADEMY;AEROPORT MTPELLIER MEDITERRANEE;34130;LUNEL;MAUGUIO;34;Occitanie;;;;22/09/2022;2;14;12.0;12.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;4.0;87835164200029;780483.3586904372;6278439.2276725145;3.996495999999999;43.60043699999999
CSE;77606106100078;4758853;GIHP OCCITANIE LR;341 RUE HIPPOLYTE FIZEAU;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;;;;15/11/2022;1;417;128.0;124.0;70.0;54.0;0.0;0.0;0.0;0.0;0.0;0.0;77606106100078;773728.7878061144;6279914.396979084;3.913084;43.614444
CSE;77606106100078;4758854;GIHP OCCITANIE LR;341 RUE HIPPOLYTE FIZEAU;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;;;;15/11/2022;2;55;39.0;38.0;0.0;38.0;0.0;0.0;0.0;0.0;0.0;0.0;77606106100078;773728.7878061144;6279914.396979084;3.913084;43.614444
CSE;81172841900029;4830258;REGIE X DE MONTPELLIER MEDITERRANEE METROPOLEDES EAU;391 RUE DE LA FONT FROIDE;34090;MONTPELLIER;MONTPELLIER;34;Occitanie;;;;23/05/2023;1;56;42.0;36.0;11.88;15.84;8.28;0.0;0.0;0.0;0.0;0.0;81172841900029;768320.7759238408;6283367.314561412;3.8465729999999994;43.646052999999995
CSE;81172841900029;4830259;REGIE X DE MONTPELLIER MEDITERRANEE METROPOLEDES EAU;391 RUE DE LA FONT FROIDE;34090;MONTPELLIER;MONTPELLIER;34;Occitanie;;;;23/05/2023;3;33;30.0;25.0;8.25;11.0;5.75;0.0;0.0;0.0;0.0;0.0;81172841900029;768320.7759238408;6283367.314561412;3.8465729999999994;43.646052999999995
CSE;81172841900029;4830260;REGIE X DE MONTPELLIER MEDITERRANEE METROPOLEDES EAU;391 RUE DE LA FONT FROIDE;34090;MONTPELLIER;MONTPELLIER;34;Occitanie;;;;23/05/2023;2;83;68.0;64.0;21.12;28.16;14.72;0.0;0.0;0.0;0.0;0.0;81172841900029;768320.7759238408;6283367.314561412;3.8465729999999994;43.646052999999995
